State,Agency Type,Agency Name,Population,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society
State,Agency Type,Agency Name,Population,Assault Offenses,Aggravated Assault,Simple Assault,Intimidation,Homicide Offenses,Murder and Nonnegligent Manslaughter,Negligent Manslaughter,Justifiable Homicide,Kidnapping Abduction,Sex Offenses,Rape,Sodomy,Sexual Assault With An Object,Fondling,"Sex Offenses, Nonforcible",Incest,Statutory Rape,Arson,Bribery,Burglary Breaking & Entering,Counter- feiting Forgery,Destruction Damage Vandalism,Embezzle- ment,Extortion Blackmail,Fraud Offenses,False Pretenses Swindle Confidence Game,Credit Card Automated Teller Machine Fraud,Imperson- ation,Welfare Fraud,Wire Fraud,Larceny- Theft Offenses,Pocket- picking,Purse- snatching,Shop- lifting,Theft From Building,Theft From Coin- operated Machine,Theft From Motor Vehicle,Theft of Motor Vehicle Parts or Accessories,All Other Larceny,Motor Vehicle Theft,Robbery,Stolen Property Offenses,Drug Narcotic Offenses,Drug Narcotic Violations,Drug Equipment Violations,Gambling Offenses,Betting Wagering,Operating Promoting Assisting Gambling,Gambling Equipment Violations,Sports Tampering,Porno- graphy Obscene Material,Prost- itution Offenses,Prost- itution,Assisting or Pro- moting Prost- itution,Weapon Law Violations
ARKANSAS,Cities,Mountain Home,12501,133,1,94,38,,,,,,15,6,,8,1,,,,,,32,27,133,,,48,35,13,,,,615,6,,109,3,,90,1,406,12,,2,188,138,50,,,,,,,,,,3
ARKANSAS,Cities,Mountain View,2804,55,8,26,21,,,,,,4,4,,,,,,,1,,22,6,24,,,8,3,4,1,,,82,1,2,8,11,2,5,1,52,3,,1,32,27,5,,,,,,1,,,,4
ARKANSAS,Cities,Mulberry,1660,68,6,50,12,,,,,1,4,2,,,2,,,,,,34,2,12,,,4,,4,,,,60,,,3,,,,,57,,1,,8,5,3,,,,,,,,,,1
ARKANSAS,Cities,Murfreesboro,1644,9,2,7,,,,,,,1,,,1,,,,,,,,1,2,,,1,1,,,,,10,,,5,,,,,5,,,,53,33,20,,,,,,,,,,4
ARKANSAS,Cities,Nashville,4678,35,16,6,13,,,,,,5,2,,,3,,,,,,66,24,30,,,16,2,13,1,,,245,,1,50,6,,15,,173,1,1,7,58,44,14,,,,,,,,,,9
ARKANSAS,Cities,Newport,7862,281,3,196,82,,,,,,11,5,6,,,2,,2,3,,154,35,193,,,11,,11,,,,469,,,17,,,,,452,19,13,,74,57,17,,,,,,,,,,19
ARKANSAS,Cities,North Little Rock,63125,1781,274,997,510,9,8,1,,11,14,9,1,,4,6,,6,10,,1188,181,1419,12,,287,48,211,25,2,1,3925,13,17,863,429,9,1120,180,1294,369,179,176,694,529,165,,,,,,,2,2,,162
ARKANSAS,Cities,Osceola,7702,224,88,51,85,,,,,2,10,9,,,1,2,1,1,4,,195,19,202,,,30,7,12,11,,,288,1,1,45,19,4,35,8,175,10,5,1,71,56,15,,,,,,,,,,9
ARKANSAS,Cities,Ozark,3683,135,13,61,61,,,,,,12,5,1,1,5,,,,,,46,17,53,,,29,2,22,5,,,152,,,2,43,,9,4,94,4,1,5,39,28,11,,,,,,,,,,2
ARKANSAS,Cities,Pangburn,611,14,,4,10,,,,,,,,,,,,,,,,8,4,2,,,1,,1,,,,21,,,1,6,,1,,13,1,,,6,6,,,,,,,,,,,
ARKANSAS,Cities,Paragould,26602,974,61,656,257,4,2,2,,2,30,10,8,,12,7,,7,6,,580,82,623,,,89,34,53,,,2,1456,,,194,,,,,1262,88,16,10,122,92,30,,,,,,1,1,,1,23
ARKANSAS,Cities,Paris,3535,65,6,27,32,,,,,,1,,,,1,,,,,,75,13,27,,,7,3,3,1,,,130,,2,6,25,,20,2,75,7,,10,37,22,15,,,,,,,,,,4
ARKANSAS,Cities,Parkin,1103,21,8,5,8,,,,,,,,,,,,,,2,,23,,9,,,3,1,,2,,,18,,,,,,,,18,,,,34,22,12,,,,,,,,,,4
ARKANSAS,Cities,Pea Ridge,4948,93,22,18,53,,,,,1,5,1,,3,1,,,,1,,36,7,43,,,8,1,6,1,,,67,,,1,7,,5,,54,2,1,6,46,27,19,,,,,,,1,1,,4
ARKANSAS,Cities,Perryville,1461,21,1,13,7,,,,,,,,,,,,,,,,3,1,7,,,1,1,,,,,27,,,2,5,,5,1,14,1,,,1,1,,,,,,,,,,,1
ARKANSAS,Cities,Piggott,3813,26,4,13,9,,,,,,,,,,,,,,1,,40,6,41,,,4,2,2,,,,67,,,1,14,1,24,1,26,,,2,14,8,6,,,,,,,,,,1
ARKANSAS,Cities,Pine Bluff,48522,2772,445,1557,770,16,14,1,1,7,52,33,7,1,11,12,1,11,39,,1121,107,2431,,,361,119,204,38,,,3003,,,359,,5,191,,2448,184,136,72,306,235,71,,,,,,1,1,1,,93
ARKANSAS,Cities,Plummerville,830,23,9,14,,,,,,2,3,2,1,,,,,,,,3,4,5,,,5,,2,3,,,8,,,3,2,,,,3,,,1,12,6,6,,,,,,1,,,,2
ARKANSAS,Cities,Pocahontas,6650,19,4,11,4,,,,,,,,,,,,,,,,2,,,,,1,,,1,,,6,,,3,,,,,3,,,,25,22,3,,,,,,,,,,2
ARKANSAS,Cities,Pottsville,2877,21,5,14,2,,,,,1,1,1,,,,,,,,,29,1,6,,,2,,1,1,,,14,,1,,8,,1,,4,1,,1,5,2,3,,,,,,1,,,,
ARKANSAS,Cities,Prairie Grove,4497,65,9,40,16,5,1,4,,2,2,,,,2,,,,,,13,6,14,,,7,2,,5,,,71,,1,10,3,,3,1,53,2,,1,54,32,22,,,,,,,,,,2
ARKANSAS,Cities,Prescott,3317,67,12,51,4,,,,,,6,1,,,5,,,,4,,42,6,26,,,6,3,2,,,1,111,,1,33,24,,13,3,37,1,4,2,12,12,,,,,,,,,,,2
ARKANSAS,Cities,Quitman,764,20,,7,13,,,,,,,,,,,,,,1,,1,4,6,,,,,,,,,21,,1,,5,,2,1,12,1,,,14,11,3,,,,,,,,,,2
ARKANSAS,Cities,Redfield,1280,10,1,6,3,,,,,,,,,,,,,,,,14,1,13,,,4,,4,,,,28,,,2,2,,4,,20,4,,1,14,11,3,,,,,,,,,,
ARKANSAS,Cities,Rison,1349,10,1,8,1,,,,,,,,,,,,,,,,23,1,10,,,,,,,,,23,,,,8,,5,2,8,1,1,,,,,,,,,,,,,,
ARKANSAS,Cities,Rogers,57757,539,148,241,150,,,,,7,98,45,7,2,44,,,,5,,321,99,404,27,,245,65,104,76,,,1734,2,2,461,,2,288,2,977,53,11,19,381,240,141,,,,,,6,,,,19
ARKANSAS,Cities,Russellville,28267,384,70,274,40,,,,,3,24,19,2,,3,,,,3,,264,41,387,3,,114,1,90,23,,,1013,,,174,,1,35,,803,61,6,14,280,172,108,,,,,,1,,,,21
ARKANSAS,Cities,Sheridan,4655,106,16,40,50,2,1,,1,,5,1,3,1,,,,,,,55,8,19,,,13,3,10,,,,111,,,16,16,,19,1,59,3,1,5,11,7,4,,,,,,,,,,1
ARKANSAS,Cities,Sherwood,29914,538,110,287,141,,,,,2,13,3,1,,9,,,,3,,156,77,163,,,185,73,106,6,,,827,,4,108,11,5,115,21,563,48,12,33,316,311,5,,,,,,,,,,68
ARKANSAS,Cities,Siloam Springs,15497,269,35,154,80,,,,,2,19,10,3,,6,,,,3,,109,44,66,,,29,10,19,,,,358,2,2,107,78,1,38,10,120,19,4,11,102,63,39,,,,,,1,,,,11
ARKANSAS,Cities,Springdale,71668,1615,244,780,591,2,1,1,,20,156,59,19,8,70,10,,10,16,,461,186,1013,,,268,134,96,38,,,2092,2,,412,,8,352,171,1147,146,30,50,596,347,249,,,,,,9,2,1,1,50
ARKANSAS,Cities,Stamps,1671,28,1,21,6,,,,,,1,1,,,,,,,1,,20,2,13,,,2,,,2,,,18,,,1,2,,2,1,12,,,1,6,6,,,,,,,,,,,1
ARKANSAS,Cities,Star City,2258,25,3,20,2,,,,,,1,1,,,,,,,,,13,3,2,,,1,1,,,,,15,,,1,5,1,,1,7,,1,,9,4,5,,,,,,,,,,1
ARKANSAS,Cities,Swifton,794,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,17,13,4,,,,,,,,,,1
ARKANSAS,Cities,Texarkana,30231,1673,343,732,598,1,1,,,7,10,3,3,2,2,6,2,4,2,,439,60,456,1,,96,36,57,1,2,,1527,,,419,13,1,261,2,831,98,46,32,231,171,60,5,,5,,,,1,1,,33
ARKANSAS,Cities,Trumann,7250,168,38,82,48,2,2,,,1,12,10,,,2,,,,2,,135,35,150,,,23,9,13,1,,,396,,4,11,44,,21,2,314,9,6,22,188,127,61,,,,,,,,,,6
ARKANSAS,Cities,Van Buren,22877,440,50,292,98,1,1,,,1,20,13,,1,6,,,,,,190,53,175,5,,42,23,18,,,1,555,,,105,21,1,41,23,364,33,6,15,210,146,64,,,,,,8,2,2,,8
ARKANSAS,Cities,Vilonia,3939,41,3,31,7,,,,,,4,2,2,,,1,1,,,,35,7,22,,,20,1,18,1,,,62,,,2,18,1,3,,38,1,,7,110,61,49,,,,,,,,,,10
ARKANSAS,Cities,Waldron,3644,127,5,88,34,,,,,,6,4,1,,1,,,,1,,84,14,77,,,10,2,4,4,,,178,,1,25,5,,2,,145,8,1,11,64,46,18,,,,,,,,,,4
ARKANSAS,Cities,Walnut Ridge,4842,32,7,21,4,,,,,1,4,2,,,2,,,,,,20,4,17,,,2,1,1,,,,66,1,2,15,11,,9,2,26,1,1,2,8,5,3,,,,,,,,,,
ARKANSAS,Cities,Ward,4143,109,17,60,32,,,,,3,5,3,,,2,,,,1,,65,4,50,,,11,2,8,1,,,125,,1,4,12,,18,3,87,6,3,5,74,44,30,,,,,,,,,,5
ARKANSAS,Cities,Warren,6013,51,17,26,8,1,1,,,,2,1,,,1,,,,1,,114,4,31,,,13,9,4,,,,56,,,17,6,,1,1,31,4,9,5,7,7,,,,,,,,,,,6
ARKANSAS,Cities,West Fork,2385,32,4,10,18,,,,,,5,4,,,1,,,,1,,29,2,10,,,4,,4,,,,43,2,1,1,10,,16,,13,1,,4,17,8,9,,,,,,,,,,4
ARKANSAS,Cities,West Memphis,26153,1413,487,613,313,6,6,,,20,57,30,6,2,19,,,,16,,1102,195,710,,,107,10,93,4,,,1768,,3,5,144,3,281,57,1275,147,137,75,469,370,99,,,,,,2,2,2,,107
ARKANSAS,Cities,White Hall,5456,26,5,16,5,,,,,,2,,,,2,,,,,,33,13,24,,,9,,9,,,,90,1,,3,11,,15,2,58,7,,1,17,16,1,,,,,,,,,,2
ARKANSAS,Universities and Colleges,"Arkansas State University, Jonesboro",13900,30,4,11,15,,,,,1,,,,,,,,,,,19,1,35,,,9,,9,,,,126,,,,38,,9,3,76,1,1,3,12,11,1,,,,,,,,,,1
ARKANSAS,Universities and Colleges,Arkansas Tech University,10464,10,1,2,7,,,,,,1,1,,,,,,,,,37,,7,,,,,,,,,103,,,,48,,18,1,36,,1,1,8,4,4,,,,,,,,,,
ARKANSAS,Universities and Colleges,Henderson State University,3774,18,2,9,7,,,,,,2,2,,,,,,,,,13,1,16,,,,,,,,,56,,,,16,,4,2,34,1,,,3,3,,,,,,,,,,,
ARKANSAS,Universities and Colleges,University of Arkansas:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARKANSAS,Universities and Colleges,Fayetteville,23199,54,6,22,26,,,,,3,4,4,,,,,,,1,,43,2,70,,,4,,4,,,,166,1,,13,52,1,29,8,62,12,3,3,155,84,71,,,,,,,,,,5
ARKANSAS,Universities and Colleges,Little Rock,13068,48,7,22,19,,,,,,,,,,,,,,,,39,5,24,,,4,,4,,,,135,,1,11,66,,16,4,37,3,4,12,121,95,26,,,,,,,,,,15
ARKANSAS,Universities and Colleges,Medical Sciences,2819,22,6,7,9,,,,,,,,,,,,,,,,3,1,22,,,,,,,,,171,4,2,5,80,,21,7,52,4,1,,8,4,4,,,,,,,,,,
ARKANSAS,Universities and Colleges,Monticello,3920,15,,10,5,,,,,,,,,,,,,,,,6,,6,,,1,,1,,,,40,,,,14,,2,1,23,1,,,9,8,1,,,,,,,,,,
ARKANSAS,Universities and Colleges,University of Central Arkansas,11163,31,2,9,20,,,,,,5,4,1,,,,,,,,67,,58,,,8,,8,,,,146,2,,,79,,28,,37,2,1,6,45,28,17,,,,,,1,,,,5
ARKANSAS,Metropolitan Counties,Benton,,334,136,172,26,,,,,2,45,31,7,1,6,4,,4,5,,267,28,159,,,13,4,5,3,1,,505,,,1,9,,7,6,482,31,3,6,410,277,133,,,,,,3,,,,24
ARKANSAS,Metropolitan Counties,Cleveland,,21,5,13,3,,,,,,1,,,,1,,,,,,48,1,12,,,,,,,,,81,,,,7,,1,1,72,8,,,7,4,3,,,,,,,,,,3
ARKANSAS,Metropolitan Counties,Craighead,,101,6,47,48,,,,,1,8,3,,1,4,,,,3,,136,4,55,,,13,6,6,1,,,208,,,1,57,,26,8,116,6,,16,61,44,17,,,,,,,,,,6
ARKANSAS,Metropolitan Counties,Crawford,,266,95,165,6,,,,,1,17,5,,,12,,,,,,122,4,89,,,36,1,32,,,3,248,1,2,,49,,18,8,170,23,,,27,24,3,,,,,,,,,,3
ARKANSAS,Metropolitan Counties,Crittenden,,527,121,247,159,3,2,1,,2,9,2,6,,1,,,,2,,184,10,173,,,15,3,4,4,4,,330,,,3,78,,29,22,198,27,17,25,78,64,14,1,1,,,,2,,,,14
ARKANSAS,Metropolitan Counties,Grant,,112,34,51,27,,,,,,2,2,,,,,,,4,,82,3,61,,,4,,3,1,,,153,,1,,28,,8,6,110,18,2,7,27,16,11,,,,,,,,,,8
ARKANSAS,Metropolitan Counties,Jefferson,,322,57,159,106,,,,,,22,10,6,,6,,,,4,,222,26,163,,,21,11,6,4,,,250,,,3,42,,23,8,174,59,4,260,68,49,19,,,,,,3,,,,32
ARKANSAS,Metropolitan Counties,Lincoln,,29,7,19,3,,,,,,3,2,,1,,,,,,,64,6,28,,,5,1,4,,,,85,,,,22,1,8,4,50,8,2,8,15,11,4,,,,,,,,,,4
ARKANSAS,Metropolitan Counties,Madison,,104,38,53,13,,,,,,10,9,,,1,,,,3,,47,6,47,,,3,,1,2,,,107,,,3,27,,9,7,61,8,,13,98,49,49,,,,,,3,,,,17
ARKANSAS,Metropolitan Counties,Miller,,97,15,68,14,,,,,2,9,7,,,2,,,,4,,51,12,23,,,8,5,2,1,,,146,1,1,2,44,,18,7,73,27,,,35,30,5,,,,,,,,,,2
ARKANSAS,Metropolitan Counties,Poinsett,,141,4,72,65,,,,,1,13,10,,,3,,,,1,,9,1,56,,,1,,1,,,,3,,,,,,,,3,3,,,27,27,,,,,,,,,,,2
ARKANSAS,Metropolitan Counties,Pulaski,,1408,283,567,558,5,5,,,12,11,8,,,3,12,1,11,23,,802,49,559,5,,103,21,82,,,,1139,1,,42,3,,7,30,1056,195,21,111,508,302,206,,,,,,6,6,3,3,76
ARKANSAS,Metropolitan Counties,Sebastian,,166,47,90,29,1,1,,,3,13,7,2,,4,,,,2,,149,10,136,,,51,21,23,7,,,258,3,,,47,,31,10,167,15,2,25,217,129,88,,,,,,,1,,1,14
ARKANSAS,Metropolitan Counties,Washington,,724,170,236,318,4,4,,,5,42,14,6,,22,6,,6,6,,221,31,223,3,,69,43,19,5,,2,430,,,4,7,,56,12,351,42,,7,352,172,180,,,,,,2,,,,18
ARKANSAS,Nonmetropolitan Counties,Arkansas,,34,9,22,3,,,,,,1,,1,,,,,,,,19,2,28,,,,,,,,,75,,,,13,,4,1,57,8,,5,4,3,1,,,,,,,,,,2
ARKANSAS,Nonmetropolitan Counties,Ashley,,59,12,45,2,1,1,,,2,2,2,,,,,,,4,,67,3,31,,,5,3,2,,,,123,,,,2,,1,,120,11,1,,26,24,2,,,,,,,,,,4
ARKANSAS,Nonmetropolitan Counties,Baxter,,226,24,150,52,3,3,,,,11,5,,6,,1,,1,1,,162,7,152,,,38,29,9,,,,480,,,8,,,10,2,460,31,3,1,35,26,9,,,,,,2,,,,4
ARKANSAS,Nonmetropolitan Counties,Boone,,331,61,211,59,,,,,2,35,10,15,2,8,3,,3,3,,135,10,128,,,36,9,22,5,,,323,,,6,44,,13,15,245,24,2,2,102,60,42,,,,,,4,,,,14
ARKANSAS,Nonmetropolitan Counties,Carroll,,91,16,52,23,1,1,,,,4,1,,,3,2,,2,1,,49,6,27,,,14,4,7,1,,2,169,,,1,63,,14,2,89,32,,,43,27,16,,,,,,,,,,
ARKANSAS,Nonmetropolitan Counties,Chicot,,22,2,11,9,,,,,,,,,,,,,,,,24,1,21,,,3,1,1,1,,,72,,,,,,,,72,,,,1,1,,,,,,,,,,,
ARKANSAS,Nonmetropolitan Counties,Clark,,77,14,51,12,,,,,1,3,2,,,1,,,,,,42,8,33,,,6,4,2,,,,114,,,1,14,,6,2,91,6,,3,10,10,,,,,,,,,,,1
ARKANSAS,Nonmetropolitan Counties,Clay,,20,5,7,8,,,,,1,3,2,,,1,,,,2,,30,2,12,,,3,,2,1,,,59,,,,26,,,1,32,1,,4,55,34,21,,,,,,1,,,,8
ARKANSAS,Nonmetropolitan Counties,Cleburne,,240,33,109,98,1,,1,,2,7,7,,,,,,,8,,195,7,241,,,15,,12,2,1,,462,,,,123,,43,14,282,42,3,10,26,13,13,,,,,,1,,,,3
ARKANSAS,Nonmetropolitan Counties,Columbia,,39,17,16,6,,,,,,,,,,,,,,,,34,1,25,,,4,,1,1,,2,58,,,,3,,6,1,48,9,,,5,3,2,,,,,,,,,,1
ARKANSAS,Nonmetropolitan Counties,Conway,,230,23,111,96,1,,1,,5,13,3,3,1,6,,,,10,,72,16,65,,,21,1,11,9,,,223,4,,1,87,,17,6,108,29,,12,83,59,24,,,,,,,,,,14
ARKANSAS,Nonmetropolitan Counties,Cross,,58,34,22,2,,,,,1,4,3,1,,,,,,3,,20,4,50,,,1,1,,,,,29,,,1,1,,4,,23,2,,,48,42,6,,,,,,,,,,2
ARKANSAS,Nonmetropolitan Counties,Dallas,,2,1,1,,,,,,,1,1,,,,,,,,,8,,4,,,4,2,,,2,,23,,,,,,,,23,,,,3,3,,,,,,,,,,,3
ARKANSAS,Nonmetropolitan Counties,Drew,,73,23,43,7,1,1,,,2,8,5,,,3,,,,2,,34,2,31,,,4,1,3,,,,101,1,2,,29,,10,3,56,15,1,6,22,16,6,,,,,,,,,,5
ARKANSAS,Nonmetropolitan Counties,Franklin,,161,31,78,52,2,2,,,54,3,2,,,1,,,,3,,44,7,59,,,32,4,21,7,,,169,,,1,5,,15,5,143,17,,10,27,16,11,,,,,,1,,,,8
ARKANSAS,Nonmetropolitan Counties,Fulton,,85,12,55,18,,,,,2,2,2,,,,,,,1,,7,2,38,,,2,,,2,,,118,,,,44,1,13,5,55,10,1,4,32,24,8,,,,,,1,,,,3
ARKANSAS,Nonmetropolitan Counties,Greene,,101,13,59,29,,,,,,5,5,,,,,,,1,,85,9,59,,,14,4,6,4,,,198,,1,4,37,2,11,7,136,6,1,16,48,46,2,,,,,,1,,,,11
ARKANSAS,Nonmetropolitan Counties,Hempstead,,299,43,194,62,1,1,,,1,7,5,,,2,,,,2,,101,1,108,,,20,8,9,3,,,193,64,,,,,1,,128,22,,,14,13,1,,,,,,,,,,3
ARKANSAS,Nonmetropolitan Counties,Howard,,47,12,28,7,,,,,2,4,3,,1,,,,,,,28,4,26,,,5,1,2,2,,,70,,,,,,,,70,,,1,68,54,14,,,,,,,,,,10
ARKANSAS,Nonmetropolitan Counties,Independence,,712,171,229,312,1,,1,,8,35,21,2,3,9,,,,25,,598,108,360,,,129,5,108,16,,,1347,,1,106,120,1,39,6,1074,123,16,21,177,114,63,1,,1,,,4,1,1,,31
ARKANSAS,Nonmetropolitan Counties,Izard,,82,16,48,18,,,,,,14,7,1,,6,,,,5,,132,12,68,,,5,1,2,2,,,271,,,4,55,1,14,6,191,12,1,12,26,19,7,,,,,,,,,,2
ARKANSAS,Nonmetropolitan Counties,Jackson,,150,27,67,56,1,,1,,2,5,5,,,,,,,4,,55,9,74,,,5,3,1,1,,,151,,,1,23,1,9,7,110,26,1,11,30,20,10,,,,,,,,,,6
ARKANSAS,Nonmetropolitan Counties,Johnson,,124,25,87,12,4,2,2,,,7,5,1,,1,,,,3,,138,38,94,,,61,1,59,1,,,47,,,,5,,6,2,34,8,1,3,39,29,10,,,,,,1,,,,12
ARKANSAS,Nonmetropolitan Counties,Logan,,106,20,46,40,,,,,2,11,10,1,,,4,1,3,1,,91,10,55,,,25,16,9,,,,166,,,,151,,2,1,12,22,,,26,16,10,,,,,,1,,,,5
ARKANSAS,Nonmetropolitan Counties,Marion,,119,40,66,13,,,,,1,6,4,1,,1,,,,1,,91,5,54,,,9,4,5,,,,174,,,5,80,1,11,,77,6,,8,74,62,12,,,,,,4,,,,8
ARKANSAS,Nonmetropolitan Counties,Mississippi,,220,15,146,59,,,,,,7,1,1,4,1,1,,1,,,96,7,88,,,21,9,10,2,,,310,,,2,27,,15,6,260,45,2,3,53,42,11,,,,,,,,,,13
ARKANSAS,Nonmetropolitan Counties,Monroe,,1,,1,,,,,,,1,1,,,,,,,,,5,,9,,,,,,,,,49,,,,,,,,49,,,,,,,,,,,,,,,,
ARKANSAS,Nonmetropolitan Counties,Nevada,,13,2,9,2,,,,,1,,,,,,,,,1,,19,,2,,,2,2,,,,,34,,,,7,,8,,19,3,,,4,4,,,,,,,,,,,
ARKANSAS,Nonmetropolitan Counties,Ouachita,,32,13,16,3,1,1,,,,1,,,,1,2,,2,2,,49,1,6,,,3,1,2,,,,44,,,,,,,,44,,1,,,,,,,,,,,,,,2
ARKANSAS,Nonmetropolitan Counties,Pike,,36,7,25,4,1,,1,,,2,1,,,1,,,,,,13,1,7,,,4,1,3,,,,17,,,,9,,1,,7,5,1,4,29,19,10,,,,,,,,,,7
ARKANSAS,Nonmetropolitan Counties,Polk,,162,37,78,47,1,,1,,6,4,4,,,,,,,5,,87,16,76,,,10,4,5,1,,,157,,,1,47,,17,9,83,5,1,9,39,26,13,,,,,,4,,,,17
ARKANSAS,Nonmetropolitan Counties,Pope,,222,43,97,82,1,1,,,,13,7,1,2,3,2,,2,,,151,2,106,,,41,8,15,18,,,304,1,,,95,,25,6,177,36,,,8,6,2,,,,,,,,,,4
ARKANSAS,Nonmetropolitan Counties,Prairie,,,,,,,,,,,,,,,,,,,,,9,,11,,,,,,,,,117,,,,,,,,117,,,,,,,,,,,,,,,,
ARKANSAS,Nonmetropolitan Counties,Randolph,,29,1,28,,,,,,,,,,,,,,,2,,37,1,7,,,1,,1,,,,13,,,,2,,,,11,,,,8,4,4,,,,,,,,,,
ARKANSAS,Nonmetropolitan Counties,Searcy,,51,11,31,9,,,,,,1,1,,,,,,,1,,18,,10,,,,,,,,,27,,,,9,,2,,16,3,,1,23,14,9,,,,,,,,,,4
ARKANSAS,Nonmetropolitan Counties,Sevier,,66,10,55,1,,,,,,3,1,1,,1,,,,,,67,4,46,,,14,7,5,,2,,137,1,,4,23,,19,4,86,14,,1,24,15,9,,,,,,,,,,4
ARKANSAS,Nonmetropolitan Counties,St. Francis,,161,10,104,47,1,,1,,,1,1,,,,,,,3,,96,2,49,,,9,7,2,,,,270,,,2,13,2,7,1,245,2,7,4,16,13,3,,,,,,,,,,2
ARKANSAS,Nonmetropolitan Counties,Stone,,78,15,37,26,,,,,3,8,1,2,,5,,,,2,,34,4,27,,,6,,3,3,,,66,,,,8,,6,1,51,8,,3,21,15,6,,,,,,,,,,4
ARKANSAS,Nonmetropolitan Counties,Union,,164,40,74,50,,,,,1,7,2,,3,2,,,,,,91,16,65,,,20,3,9,1,,7,286,,,1,22,,17,15,231,26,7,,4,3,1,,,,,,,,,,3
ARKANSAS,Nonmetropolitan Counties,Van Buren,,125,34,29,62,1,1,,,2,7,3,,,4,,,,4,,30,10,40,,,26,14,11,1,,,180,,,2,7,,11,3,157,20,,,11,8,3,,,,,,,,,,5
ARKANSAS,Nonmetropolitan Counties,White,,608,35,498,75,1,1,,,1,10,7,,,3,,,,2,,452,12,390,,,29,12,16,1,,,663,1,,,84,,43,18,517,141,3,33,55,33,22,,,,,,,,,,12
ARKANSAS,Nonmetropolitan Counties,Yell,,104,25,56,23,1,1,,,1,4,1,,,3,,,,3,,74,11,54,,,21,19,1,1,,,159,,,1,26,1,13,5,113,21,,12,25,20,5,,,,,,3,,,,7
ARKANSAS,Other Agencies,Camp Robinson,,4,,3,1,,,,,,2,,,,2,,,,,,1,,2,,,,,,,,,14,,,,7,,1,1,5,,,,1,,1,,,,,,,,,,
COLORADO,Cities,Arvada,109029,498,107,363,28,,,,,19,97,22,1,3,71,7,6,1,20,1,381,92,893,,4,423,53,9,361,,,2031,,5,94,199,25,527,93,1088,198,30,49,737,430,307,,,,,,,7,4,3,38
COLORADO,Cities,Aspen,6734,62,8,41,13,,,,,,4,4,,,,,,,2,,24,8,88,2,,171,15,142,7,,7,281,1,,13,46,,15,2,204,5,,,52,37,15,,,,,,1,,,,3
COLORADO,Cities,Ault,1577,11,3,8,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,9,6,3,,,,,,,,,,
COLORADO,Cities,Aurora,336952,4413,807,3491,115,30,29,,1,133,533,180,64,42,247,34,5,29,72,,1782,322,3172,124,5,1495,521,482,437,,55,7435,32,35,2463,1544,18,1441,1009,893,915,486,97,2448,1526,922,1,,,1,,39,135,120,15,542
COLORADO,Cities,Avon,6453,38,14,22,2,1,1,,,1,10,7,,1,2,,,,1,,9,5,51,,,28,,8,20,,,88,,,10,15,,8,2,53,1,,1,134,89,45,,,,,,,,,,4
COLORADO,Cities,Basalt,3889,24,10,13,1,,,,,,2,,,1,1,1,1,,,,4,1,23,1,,4,1,2,1,,,33,,,1,16,,3,,13,6,4,,4,2,2,,,,,,,,,,
COLORADO,Cities,Berthoud,5278,22,2,19,1,,,,,,1,,,1,,3,3,,,,10,1,63,,,7,3,,4,,,54,,,,1,1,3,2,47,2,,1,33,18,15,,,,,,,,,,8
COLORADO,Cities,Black Hawk,120,17,4,13,,,,,,,1,,,1,,,,,,,6,32,29,,,3,,,3,,,159,,,1,138,,15,3,2,5,,,130,74,56,,,,,,,1,,1,
COLORADO,Cities,Blue River,860,4,,4,,,,,,1,,,,,,,,,,,,,1,,,1,,1,,,,5,,,,,,3,,2,,,,,,,,,,,,,,,,
COLORADO,Cities,Boulder,100257,824,170,568,86,,,,,4,69,32,,,37,4,1,3,26,2,478,46,792,7,3,274,48,10,206,,10,2371,1,1,38,5,,387,63,1876,116,48,43,472,291,181,,,,,,10,,,,46
COLORADO,Cities,Bow Mar,894,,,,,,,,,2,,,,,,,,,,,,,2,,,10,,,10,,,7,,,,1,,3,,3,,1,,,,,,,,,,,,,,
